Player,season,Date(M/D/Y),home,Team,Opponent,W/L,Status,Pos,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,TS%,FP,2PM,2PA,2P%,USG_Proxy_per_MIN,rest_days
양홍석,23-24,11/28/2023,0,Changwon LG Sakers,Suwon KT Sonicboom,L,Starter,C,37.13,19,5,12,0.417,5,10,0.5,4,4,1,4,1,5,5,1,0,2,2,0.690406977,33.5,0,2,0,0.424,3
양홍석,23-24,11/25/2023,1,Changwon LG Sakers,Goyang Sono Skygunners,W,Starter,C,25.52,19,8,12,0.667,2,4,0.5,1,1,1,3,7,10,5,0,0,1,2,0.763665595,37.5,6,8,0.75,0.527,2
양홍석,23-24,11/23/2023,1,Changwon LG Sakers,Ulsan Mobis Phoebus,W,Starter,C,21.68,6,3,10,0.3,0,3,0,0,0,0,3,2,5,5,2,0,3,3,0.3,22.5,3,7,0.429,0.6,4
양홍석,23-24,11/19/2023,1,Changwon LG Sakers,Korea Gas Corporation,W,Starter,C,35.58,12,5,13,0.385,2,8,0.25,0,0,0,1,4,5,2,2,0,2,2,0.461538462,25,3,5,0.6,0.422,2
양홍석,23-24,11/17/2023,0,Changwon LG Sakers,Anyang KGC,W,Starter,C,24.87,19,7,12,0.583,3,7,0.429,2,2,1,0,5,5,6,0,1,1,2,0.73757764,36,4,5,0.8,0.558,5
양홍석,23-24,11-12-2023,0,Changwon LG Sakers,Anyang KGC,L,Bench,C,22.62,3,1,8,0.125,1,5,0.2,0,0,0,0,1,1,2,1,0,0,2,0.1875,10.2,0,3,0,0.354,2
양홍석,23-24,11-10-2023,1,Changwon LG Sakers,Jeonju KCC Egis,W,Bench,C,22.37,10,3,8,0.375,2,4,0.5,2,3,0.667,0,4,4,3,1,1,0,5,0.536480687,25.3,1,4,0.25,0.417,6
양홍석,23-24,11-4-2023,1,Changwon LG Sakers,Seoul SK,W,Bench,C,20.60,10,4,10,0.4,2,4,0.5,0,0,0,1,4,5,1,0,0,0,2,0.5,17.5,2,6,0.333,0.485,2
양홍석,23-24,11-2-2023,1,Changwon LG Sakers,Goyang Sono Skygunners,W,Bench,C,21.05,12,4,9,0.444,2,3,0.667,2,2,1,2,5,7,2,0,0,1,0,0.607287449,22.4,2,6,0.333,0.517,4
양홍석,23-24,10/29/2023,0,Changwon LG Sakers,Seoul Samsung Thunders,W,Bench,C,28.58,12,5,11,0.455,1,5,0.2,1,2,0.5,1,2,3,2,0,0,2,3,0.505050505,16.6,4,6,0.667,0.486,1
양홍석,23-24,10/28/2023,0,Changwon LG Sakers,Korea Gas Corporation,W,Bench,C,23.52,15,5,11,0.455,4,8,0.5,1,2,0.5,1,1,2,3,1,0,3,4,0.631313131,21.9,1,3,0.333,0.633,2
양홍석,23-24,10/26/2023,1,Changwon LG Sakers,Wonju Dongbu Promy,L,Bench,C,22.82,9,3,9,0.333,1,4,0.25,2,2,1,2,2,4,4,0,0,0,1,0.455465587,19.8,2,5,0.4,0.433,3
양홍석,23-24,10/23/2023,0,Changwon LG Sakers,Ulsan Mobis Phoebus,L,Starter,C,28.58,7,2,10,0.2,2,5,0.4,1,4,0.25,3,2,5,1,0,0,1,1,0.297619048,13.5,0,5,0,0.446,2
양홍석,23-24,10/21/2023,1,Changwon LG Sakers,Suwon KT Sonicboom,L,Starter,C,36.18,6,3,11,0.273,0,5,0,0,0,0,4,1,5,1,3,0,2,4,0.272727273,20.5,3,6,0.5,0.359,
허일영,25-26,3/29/2026,1,Changwon LG Sakers,Seoul SK,W,Bench,PF,3.63,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,,0.275,14
허일영,25-26,3/15/2026,0,Changwon LG Sakers,Wonju Dongbu Promy,W,Bench,PF,4.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,,3,0,0,,0,2
허일영,25-26,3/13/2026,1,Changwon LG Sakers,Seoul Samsung Thunders,W,Bench,PF,2.83,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.2,0,1,0,0.353,2
허일영,25-26,3-11-2026,1,Changwon LG Sakers,Goyang Sono Skygunners,L,Bench,PF,7.88,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.381,3
허일영,25-26,3-8-2026,1,Changwon LG Sakers,Seoul SK,L,Bench,PF,6.78,5,2,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1.25,6.5,1,1,1,0.295,18
허일영,25-26,2/18/2026,0,Changwon LG Sakers,Jeonju KCC Egis,W,Bench,PF,18.15,4,1,5,0.2,0,2,0,2,2,1,2,1,3,0,1,0,0,2,0.340136054,10.6,1,3,0.333,0.324,2
허일영,25-26,2/16/2026,1,Changwon LG Sakers,Goyang Sono Skygunners,L,Bench,PF,12.75,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,,4.2,0,0,,0,2
허일영,25-26,2/14/2026,1,Changwon LG Sakers,Wonju Dongbu Promy,W,Bench,PF,11.33,2,1,2,0.5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.5,3.2,1,2,0.5,0.177,4
허일영,25-26,2-10-2026,0,Changwon LG Sakers,Korea Gas Corporation,L,Starter,PF,19.97,3,1,4,0.25,1,4,0.25,0,0,0,0,0,0,1,0,1,0,0,0.375,7.5,0,0,,0.2,2
허일영,25-26,2-8-2026,0,Changwon LG Sakers,Anyang KGC,W,Starter,PF,22.08,15,6,11,0.545,3,6,0.5,0,0,0,1,1,2,0,0,0,0,3,0.681818182,17.4,3,5,0.6,0.498,3
허일영,25-26,2-5-2026,0,Changwon LG Sakers,Seoul Samsung Thunders,W,Bench,PF,14.85,9,3,4,0.75,3,3,1,0,0,0,1,2,3,0,0,0,1,1,1.125,11.6,0,1,0,0.337,2
허일영,25-26,2-3-2026,1,Changwon LG Sakers,Suwon KT Sonicboom,W,Starter,PF,21.75,9,3,10,0.3,3,4,0.75,0,0,0,2,2,4,0,2,0,0,2,0.45,19.8,0,6,0,0.46,3
허일영,25-26,1/31/2026,1,Changwon LG Sakers,Ulsan Mobis Phoebus,W,Bench,PF,5.92,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,,4.2,0,0,,0,3
허일영,25-26,1/28/2026,1,Changwon LG Sakers,Wonju Dongbu Promy,L,Starter,SF,30.32,6,2,4,0.5,1,3,0.333,1,1,1,1,2,3,1,1,0,0,3,0.675675676,14.1,1,1,1,0.146,3
허일영,25-26,1/25/2026,1,Changwon LG Sakers,Anyang KGC,W,Starter,PF,21.62,7,3,4,0.75,1,1,1,0,0,0,2,1,3,2,0,0,0,5,0.875,13.6,2,3,0.667,0.185,2
허일영,25-26,1/23/2026,0,Changwon LG Sakers,Jeonju KCC Egis,W,Starter,PF,28.45,21,9,14,0.643,1,5,0.2,2,2,1,4,3,7,1,1,1,0,2,0.705645161,36.9,8,9,0.889,0.523,8
허일영,25-26,1/15/2026,0,Changwon LG Sakers,Seoul SK,L,Bench,PF,18.93,3,1,7,0.143,1,5,0.2,0,0,0,0,4,4,1,0,0,1,0,0.214285714,8.3,0,2,0,0.423,3
허일영,25-26,1-12-2026,0,Changwon LG Sakers,Korea Gas Corporation,L,Bench,PF,12.13,6,2,4,0.5,1,2,0.5,1,1,1,0,4,4,1,0,0,0,1,0.675675676,12.3,1,2,0.5,0.366,2
허일영,25-26,1-10-2026,1,Changwon LG Sakers,Goyang Sono Skygunners,W,Bench,PF,5.00,2,1,2,0.5,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0.5,7.4,1,2,0.5,0.4,3
허일영,25-26,1-7-2026,1,Changwon LG Sakers,Seoul Samsung Thunders,W,Bench,PF,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,5
허일영,25-26,1-2-2026,0,Changwon LG Sakers,Seoul Samsung Thunders,W,Bench,PF,9.03,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,,0.111,2
허일영,25-26,12/31/2025,0,Changwon LG Sakers,Ulsan Mobis Phoebus,W,Bench,PF,4.30,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,0.233,3
허일영,25-26,12/28/2025,1,Changwon LG Sakers,Anyang KGC,L,Bench,PF,12.58,3,1,3,0.333,1,2,0.5,0,0,0,1,0,1,0,0,0,0,0,0.5,4.2,0,1,0,0.238,2
허일영,25-26,12/26/2025,0,Changwon LG Sakers,Jeonju KCC Egis,W,Bench,PF,7.22,2,0,2,0,0,2,0,2,2,1,0,1,1,0,0,0,0,1,0.347222222,3.2,0,0,,0.399,5
허일영,25-26,12/21/2025,1,Changwon LG Sakers,Wonju Dongbu Promy,W,Bench,PF,1.30,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.769,15
허일영,25-26,12-6-2025,1,Changwon LG Sakers,Ulsan Mobis Phoebus,W,Bench,PF,12.50,3,1,3,0.333,0,2,0,1,2,0.5,0,2,2,0,2,0,0,2,0.386597938,11.4,1,1,1,0.31,2
허일영,25-26,12-4-2025,1,Changwon LG Sakers,Korea Gas Corporation,L,Bench,PF,6.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,18
허일영,25-26,11/16/2025,0,Changwon LG Sakers,Anyang KGC,W,Bench,PF,6.98,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.143,1
허일영,25-26,11/15/2025,0,Changwon LG Sakers,Suwon KT Sonicboom,W,Starter,SF,28.72,10,3,7,0.429,2,6,0.333,2,3,0.667,1,2,3,0,0,0,1,1,0.600961538,12.6,1,1,1,0.325,5
허일영,25-26,11-10-2025,1,Changwon LG Sakers,Jeonju KCC Egis,W,Bench,PF,9.85,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,3.2,0,1,0,0.203,2
허일영,25-26,11-8-2025,0,Changwon LG Sakers,Wonju Dongbu Promy,L,Bench,PF,17.03,4,2,5,0.4,0,2,0,0,0,0,0,4,4,1,0,0,1,1,0.4,9.3,2,3,0.667,0.352,6
허일영,25-26,11-2-2025,0,Changwon LG Sakers,Seoul SK,W,Bench,PF,9.97,0,0,2,0,0,2,0,0,0,0,0,2,2,0,0,0,0,1,0,2.4,0,0,,0.201,1
허일영,25-26,11-1-2025,0,Changwon LG Sakers,Goyang Sono Skygunners,L,Starter,PF,20.63,10,4,7,0.571,2,4,0.5,0,0,0,2,0,2,1,2,0,2,2,0.714285714,17.9,2,3,0.667,0.436,5
허일영,25-26,10/27/2025,1,Changwon LG Sakers,Jeonju KCC Egis,W,Bench,PF,5.55,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,1.2,0,0,,0.18,2
허일영,25-26,10/25/2025,0,Changwon LG Sakers,Ulsan Mobis Phoebus,W,Bench,PF,6.33,4,1,2,0.5,1,2,0.5,1,2,0.5,0,0,0,0,1,0,0,1,0.694444444,7,0,0,,0.455,5
허일영,25-26,10/20/2025,1,Changwon LG Sakers,Korea Gas Corporation,W,Bench,PF,18.00,6,3,4,0.75,0,0,0,0,0,0,0,3,3,0,0,0,0,2,0.75,9.6,3,4,0.75,0.222,2
허일영,25-26,10/18/2025,1,Changwon LG Sakers,Seoul Samsung Thunders,W,Bench,PF,12.47,5,2,4,0.5,1,3,0.333,0,0,0,1,1,2,0,1,0,0,1,0.625,10.4,1,1,1,0.321,3
허일영,25-26,10/15/2025,1,Changwon LG Sakers,Anyang KGC,L,Bench,PF,12.78,2,1,5,0.2,0,1,0,0,0,0,1,3,4,0,1,0,0,1,0.2,9.8,1,4,0.25,0.391,3
허일영,25-26,10-12-2025,1,Changwon LG Sakers,Suwon KT Sonicboom,W,Bench,PF,12.53,2,0,3,0,0,3,0,2,2,1,0,1,1,0,0,2,1,2,0.257731959,8.2,0,0,,0.389,2
허일영,25-26,10-10-2025,0,Changwon LG Sakers,Goyang Sono Skygunners,W,Bench,PF,3.73,6,2,4,0.5,1,3,0.333,1,2,0.5,1,0,1,0,0,0,1,1,0.614754098,6.2,1,1,1,1.576,5
허일영,25-26,10-5-2025,0,Changwon LG Sakers,Wonju Dongbu Promy,W,Bench,PF,4.85,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0.206,2
허일영,25-26,10-3-2025,1,Changwon LG Sakers,Seoul SK,L,Starter,PF,22.57,6,2,8,0.25,0,4,0,2,2,1,1,4,5,0,1,1,0,4,0.337837838,18,2,4,0.5,0.393,
허일영,24-25,4-8-2025,1,Changwon LG Sakers,Goyang Sono Skygunners,L,Starter,SG,25.60,28,11,14,0.786,4,6,0.667,2,2,1,2,1,3,0,0,1,0,0,0.940860215,34.6,7,8,0.875,0.581,5
허일영,24-25,4-3-2025,1,Changwon LG Sakers,Anyang KGC,W,Bench,SF,12.77,0,0,2,0,0,2,0,0,0,0,0,2,2,0,0,0,0,2,0,2.4,0,0,,0.157,4
허일영,24-25,3/30/2025,0,Changwon LG Sakers,Jeonju KCC Egis,W,Bench,SF,16.65,5,2,6,0.333,1,4,0.25,0,0,0,1,2,3,0,0,0,0,3,0.416666667,8.6,1,2,0.5,0.36,2
허일영,24-25,3/28/2025,0,Changwon LG Sakers,Seoul SK,L,Bench,SF,10.88,3,1,5,0.2,1,3,0.333,0,0,0,0,1,1,0,0,0,0,2,0.3,4.2,0,2,0,0.46,2
허일영,24-25,3/26/2025,0,Changwon LG Sakers,Seoul Samsung Thunders,W,Bench,SF,19.08,3,1,4,0.25,1,3,0.333,0,0,0,3,3,6,0,0,0,0,1,0.375,10.2,0,1,0,0.21,3
허일영,24-25,3/23/2025,1,Changwon LG Sakers,Korea Gas Corporation,W,Bench,SF,15.08,10,3,6,0.5,3,4,0.75,1,2,0.5,1,1,2,0,0,0,0,1,0.726744186,12.4,0,2,0,0.456,1
허일영,24-25,3/22/2025,1,Changwon LG Sakers,Suwon KT Sonicboom,L,Bench,SF,13.43,0,0,1,0,0,1,0,0,0,0,1,1,2,0,1,0,0,3,0,5.4,0,0,,0.074,2
허일영,24-25,3/20/2025,1,Changwon LG Sakers,Wonju Dongbu Promy,W,Bench,SF,10.28,0,0,4,0,0,2,0,0,0,0,1,0,1,0,0,0,0,3,0,1.2,0,2,0,0.389,4
허일영,24-25,3/16/2025,0,Changwon LG Sakers,Suwon KT Sonicboom,L,Starter,PF,22.03,7,3,6,0.5,1,3,0.333,0,2,0,2,4,6,1,0,0,0,4,0.50872093,15.7,2,3,0.667,0.312,2
허일영,24-25,3/14/2025,1,Changwon LG Sakers,Ulsan Mobis Phoebus,W,Bench,SF,8.70,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.23,5
허일영,24-25,3-9-2025,1,Changwon LG Sakers,Goyang Sono Skygunners,W,Bench,SF,17.15,5,2,7,0.286,1,4,0.25,0,0,0,0,2,2,1,0,0,0,2,0.357142857,8.9,1,3,0.333,0.408,2
허일영,24-25,3-7-2025,0,Changwon LG Sakers,Korea Gas Corporation,W,Bench,SF,8.37,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,,1.4,0,0,,0.119,4
허일영,24-25,3-3-2025,0,Changwon LG Sakers,Wonju Dongbu Promy,L,Bench,SF,19.48,0,0,5,0,0,4,0,0,0,0,0,2,2,1,1,0,0,3,0,6.9,0,1,0,0.257,2
허일영,24-25,3-1-2025,1,Changwon LG Sakers,Anyang KGC,L,Starter,PF,24.43,10,3,6,0.5,1,3,0.333,3,5,0.6,4,1,5,0,0,0,0,3,0.609756098,16,2,3,0.667,0.336,2
허일영,24-25,2/27/2025,1,Changwon LG Sakers,Seoul Samsung Thunders,W,Starter,PF,22.55,12,5,10,0.5,2,6,0.333,0,0,0,3,5,8,1,0,0,2,2,0.6,21.1,3,4,0.75,0.532,15
허일영,24-25,2-12-2025,0,Changwon LG Sakers,Seoul SK,W,Starter,PF,22.67,8,2,7,0.286,0,5,0,4,4,1,1,3,4,0,0,0,2,4,0.456621005,10.8,2,2,1,0.475,4
허일영,24-25,2-8-2025,0,Changwon LG Sakers,Jeonju KCC Egis,W,Bench,SF,17.32,9,3,6,0.5,3,5,0.6,0,0,0,0,2,2,0,0,0,0,4,0.75,11.4,0,1,0,0.346,2
허일영,24-25,2-6-2025,1,Changwon LG Sakers,Jeonju KCC Egis,W,Bench,SF,6.88,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,0.145,3
허일영,24-25,2-3-2025,0,Changwon LG Sakers,Seoul SK,L,Bench,SF,6.65,3,1,3,0.333,1,2,0.5,0,0,0,0,0,0,0,0,0,0,2,0.5,3,0,1,0,0.451,2
허일영,24-25,2-1-2025,0,Changwon LG Sakers,Wonju Dongbu Promy,W,Starter,SF,25.93,9,2,9,0.222,2,7,0.286,3,4,0.75,3,2,5,1,2,1,0,1,0.418215613,25.5,0,2,0,0.415,2
허일영,24-25,1/30/2025,1,Changwon LG Sakers,Korea Gas Corporation,W,Bench,SF,19.12,4,1,4,0.25,1,2,0.5,1,1,1,2,2,4,0,2,0,2,1,0.45045045,12.8,0,2,0,0.337,5
허일영,24-25,1/25/2025,0,Changwon LG Sakers,Ulsan Mobis Phoebus,W,Bench,SF,13.05,7,2,2,1,1,1,1,2,2,1,0,0,0,1,0,0,2,1,1.215277778,6.5,1,1,1,0.374,2
허일영,24-25,1/23/2025,0,Changwon LG Sakers,Goyang Sono Skygunners,W,Bench,SF,7.97,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,2.4,0,1,0,0.125,8
허일영,24-25,1/15/2025,1,Changwon LG Sakers,Seoul Samsung Thunders,W,Bench,SF,17.63,2,1,6,0.167,0,4,0,0,0,0,0,3,3,0,1,0,0,3,0.166666667,8.6,1,2,0.5,0.34,2
허일영,24-25,1/13/2025,0,Changwon LG Sakers,Suwon KT Sonicboom,W,Starter,SF,21.08,12,4,5,0.8,4,5,0.8,0,0,0,1,1,2,0,0,1,0,3,1.2,17.4,0,0,,0.237,2
허일영,24-25,1-11-2025,0,Changwon LG Sakers,Anyang KGC,W,Bench,SF,10.37,3,1,3,0.333,1,2,0.5,0,0,0,0,0,0,0,2,0,0,2,0.5,9,0,1,0,0.289,2
허일영,24-25,1-9-2025,0,Changwon LG Sakers,Seoul Samsung Thunders,L,Bench,SF,16.57,9,3,4,0.75,3,4,0.75,0,0,0,1,0,1,1,0,0,1,2,1.125,10.7,0,0,,0.302,4
허일영,24-25,1-5-2025,0,Changwon LG Sakers,Goyang Sono Skygunners,W,Bench,SF,12.98,7,2,6,0.333,1,2,0.5,2,2,1,1,2,3,0,0,0,0,2,0.50872093,10.6,1,4,0.25,0.53,1
허일영,24-25,1-4-2025,0,Changwon LG Sakers,Ulsan Mobis Phoebus,L,Bench,SF,16.43,5,1,4,0.25,0,1,0,3,3,1,0,0,0,1,1,0,0,4,0.469924812,9.5,1,3,0.333,0.324,3
허일영,24-25,1-1-2025,1,Changwon LG Sakers,Seoul SK,L,Starter,PF,24.85,11,5,9,0.556,1,5,0.2,0,2,0,2,2,4,0,1,1,0,3,0.556680162,21.8,4,4,1,0.398,3
허일영,24-25,12/29/2024,1,Changwon LG Sakers,Wonju Dongbu Promy,W,Starter,PF,26.07,10,4,8,0.5,2,5,0.4,0,0,0,2,1,3,0,2,0,0,3,0.625,19.6,2,3,0.667,0.307,1
허일영,24-25,12/28/2024,1,Changwon LG Sakers,Suwon KT Sonicboom,W,Bench,SF,12.27,2,1,2,0.5,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0.5,7.7,1,2,0.5,0.163,2
허일영,24-25,12/26/2024,0,Changwon LG Sakers,Korea Gas Corporation,W,Bench,SF,9.27,0,0,2,0,0,1,0,0,0,0,0,2,2,0,0,0,1,2,0,1.4,0,1,0,0.324,4
허일영,24-25,12/22/2024,0,Changwon LG Sakers,Anyang KGC,W,Bench,SF,7.08,4,2,4,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5,4,2,3,0.667,0.565,2
허일영,24-25,12/20/2024,1,Changwon LG Sakers,Jeonju KCC Egis,W,Bench,SF,3.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,,0,3
허일영,24-25,12/17/2024,1,Changwon LG Sakers,Seoul Samsung Thunders,W,Bench,SF,20.00,10,4,8,0.5,2,6,0.333,0,0,0,0,1,1,1,1,0,1,3,0.625,14.7,2,2,1,0.45,2
허일영,24-25,12/15/2024,0,Changwon LG Sakers,Jeonju KCC Egis,W,Bench,SF,11.43,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,,0.087,6
허일영,24-25,12-9-2024,0,Changwon LG Sakers,Korea Gas Corporation,L,Bench,SF,11.70,6,2,8,0.25,2,7,0.286,0,0,0,0,1,1,1,0,0,0,2,0.375,8.7,0,1,0,0.684,2
허일영,24-25,12-7-2024,1,Changwon LG Sakers,Wonju Dongbu Promy,W,Bench,SF,15.92,2,1,3,0.333,0,1,0,0,0,0,0,2,2,1,1,0,1,2,0.333333333,7.9,1,2,0.5,0.251,2
허일영,24-25,12-5-2024,0,Changwon LG Sakers,Ulsan Mobis Phoebus,L,Bench,SF,5.72,1,0,0,0,0,0,0,1,2,0.5,0,1,1,0,0,0,0,0,0.568181818,2.2,0,0,,0.154,5
허일영,24-25,11/30/2024,0,Changwon LG Sakers,Goyang Sono Skygunners,W,Starter,SF,21.10,6,3,5,0.6,0,1,0,0,0,0,1,2,3,0,0,0,0,2,0.6,9.6,3,4,0.75,0.237,3
허일영,24-25,11/27/2024,0,Changwon LG Sakers,Seoul SK,L,Bench,SF,6.53,3,1,2,0.5,1,2,0.5,0,0,0,1,0,1,1,0,0,0,1,0.75,5.7,0,0,,0.306,13
허일영,24-25,11/14/2024,1,Changwon LG Sakers,Suwon KT Sonicboom,L,Starter,SF,18.22,5,2,6,0.333,0,2,0,1,2,0.5,4,0,4,0,1,0,0,3,0.363372093,12.8,2,4,0.5,0.378,4
허일영,24-25,11-10-2024,1,Changwon LG Sakers,Wonju Dongbu Promy,L,Bench,SF,10.88,0,0,3,0,0,1,0,0,0,0,1,0,1,0,2,0,2,1,0,5.2,0,2,0,0.46,1
허일영,24-25,11-9-2024,0,Changwon LG Sakers,Suwon KT Sonicboom,L,Bench,SF,15.37,6,2,4,0.5,0,2,0,2,2,1,3,4,7,1,0,0,0,0,0.614754098,15.9,2,2,1,0.318,2
허일영,24-25,11-7-2024,1,Changwon LG Sakers,Seoul Samsung Thunders,L,Bench,SF,19.57,5,2,7,0.286,1,3,0.333,0,0,0,2,0,2,0,0,0,0,3,0.357142857,7.4,1,4,0.25,0.358,4
허일영,24-25,11-3-2024,1,Changwon LG Sakers,Ulsan Mobis Phoebus,L,Bench,SF,6.65,5,2,3,0.667,1,1,1,0,0,0,0,2,2,0,0,0,0,1,0.833333333,7.4,1,2,0.5,0.451,2
허일영,24-25,11-1-2024,1,Changwon LG Sakers,Seoul SK,L,Bench,SF,11.10,0,0,1,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,2.4,0,0,,0.09,6
허일영,24-25,10/26/2024,0,Changwon LG Sakers,Goyang Sono Skygunners,L,Bench,SF,22.08,10,4,7,0.571,2,5,0.4,0,0,0,0,4,4,0,0,0,0,2,0.714285714,14.8,2,2,1,0.317,2
허일영,24-25,10/24/2024,1,Changwon LG Sakers,Anyang KGC,W,Bench,SF,16.40,13,5,7,0.714,3,5,0.6,0,0,0,3,0,3,0,1,0,1,3,0.928571429,18.6,2,2,1,0.488,3
허일영,24-25,10/21/2024,1,Changwon LG Sakers,Jeonju KCC Egis,W,Bench,SF,4.30,0,0,2,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1.2,0,0,,0.465,2
허일영,24-25,10/19/2024,1,Changwon LG Sakers,Korea Gas Corporation,W,Bench,SF,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,,0,
최형찬,25-26,4-8-2026,0,Changwon LG Sakers,Ulsan Mobis Phoebus,L,Starter,PG,22.53,3,1,5,0.2,1,2,0.5,0,0,0,1,2,3,1,1,0,1,0,0.3,10.1,0,3,0,0.266,3
최형찬,25-26,4-5-2026,1,Changwon LG Sakers,Jeonju KCC Egis,L,Bench,PG,8.27,0,0,2,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,0,4.2,0,1,0,0.242,2
최형찬,25-26,4-3-2026,0,Changwon LG Sakers,Suwon KT Sonicboom,W,Bench,PG,9.13,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,0,2.7,0,1,0,0.11,3
최형찬,25-26,3/31/2026,0,Changwon LG Sakers,Anyang KGC,L,Bench,PG,16.00,5,2,3,0.667,1,2,0.5,0,0,0,0,2,2,0,0,0,0,3,0.833333333,7.4,1,1,1,0.188,2
최형찬,25-26,3/29/2026,1,Changwon LG Sakers,Seoul SK,W,Bench,PG,8.77,2,1,2,0.5,0,1,0,0,0,0,0,1,1,0,1,0,0,2,0.5,6.2,1,1,1,0.228,3
최형찬,25-26,3/26/2026,0,Changwon LG Sakers,Korea Gas Corporation,W,Bench,PG,5.03,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0.5,0,0,,0.398,11
최형찬,25-26,3/15/2026,0,Changwon LG Sakers,Wonju Dongbu Promy,W,Bench,PG,7.42,0,0,2,0,0,2,0,0,0,0,0,1,1,0,0,0,0,2,0,1.2,0,0,,0.27,2
최형찬,25-26,3/13/2026,1,Changwon LG Sakers,Seoul Samsung Thunders,W,Bench,PG,9.58,5,2,2,1,1,1,1,0,0,0,0,2,2,1,1,0,0,3,1.25,11.9,1,1,1,0.209,2
최형찬,25-26,3-11-2026,1,Changwon LG Sakers,Goyang Sono Skygunners,L,Bench,PG,6.78,3,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1.5,6,0,0,,0.147,3
최형찬,25-26,3-8-2026,1,Changwon LG Sakers,Seoul SK,L,Bench,PG,10.20,6,2,2,1,1,1,1,1,2,0.5,0,3,3,0,1,0,0,2,1.041666667,12.6,1,1,1,0.282,2
최형찬,25-26,3-6-2026,1,Changwon LG Sakers,Ulsan Mobis Phoebus,W,Bench,PG,10.57,3,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,3,1.5,4.2,0,0,,0.095,16
최형찬,25-26,2/18/2026,0,Changwon LG Sakers,Jeonju KCC Egis,W,Bench,PG,11.92,0,0,4,0,0,4,0,0,0,0,0,1,1,0,0,0,0,3,0,1.2,0,0,,0.336,2
최형찬,25-26,2/16/2026,1,Changwon LG Sakers,Goyang Sono Skygunners,L,Bench,PG,13.53,5,2,3,0.667,1,2,0.5,0,0,0,0,1,1,2,0,0,2,2,0.833333333,7.2,1,1,1,0.37,2
최형찬,25-26,2/14/2026,1,Changwon LG Sakers,Wonju Dongbu Promy,W,Bench,PG,15.02,0,0,2,0,0,2,0,0,0,0,1,0,1,1,0,1,0,3,0,5.7,0,0,,0.133,4
최형찬,25-26,2-10-2026,0,Changwon LG Sakers,Korea Gas Corporation,L,Bench,PG,8.43,3,1,3,0.333,1,3,0.333,0,0,0,0,1,1,0,0,0,1,2,0.5,3.2,0,0,,0.474,2
최형찬,25-26,2-8-2026,0,Changwon LG Sakers,Anyang KGC,W,Bench,PG,11.22,3,1,1,1,1,1,1,0,0,0,0,1,1,2,0,0,1,3,1.5,6.2,0,0,,0.178,3
